PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remodeled,Exter Qual,Exter Cond,Bsmt Unf Sqft,Total Bsmnt Sqft,Central Air,Living Area Sqft,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom,Kitchen,Total Rooms,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,SalePrice,Month,Year
906475200,RL,62,70761,Pave,,AllPub,ClearCr,1Fam,1Story,7,5,1975,1975,TA,TA,878.0,1533.0,Y,1533,1.0,0.0,2,0,2,1,5,Attchd,1975.0,2.0,576.0,TA,TA,Y,,280000.0,12,2006
528431110,RL,75,9986,Pave,,AllPub,Somerst,1Fam,1Story,8,5,2006,2007,Gd,TA,1795.0,1795.0,Y,1795,0.0,0.0,2,0,2,1,7,Attchd,2007.0,3.0,895.0,TA,TA,Y,,147000.0,02,2007
534479240,RL,79,9462,Pave,,AllPub,NAmes,1Fam,2Story,5,6,1949,1973,TA,TA,704.0,704.0,Y,1728,0.0,0.0,1,1,3,1,7,Attchd,1949.0,1.0,234.0,TA,TA,Y,MnPrv,137000.0,07,2006
528102120,RL,91,11825,Pave,,AllPub,NridgHt,1Fam,1Story,8,5,2006,2007,Gd,TA,1694.0,1694.0,Y,1694,0.0,0.0,2,0,3,1,7,Attchd,2006.0,3.0,856.0,TA,TA,Y,,322400.0,06,2007
902205130,RM,50,6000,Pave,,AllPub,OldTown,1Fam,1Story,4,4,1920,1950,TA,TA,710.0,960.0,Y,960,0.0,0.0,1,0,2,1,5,Detchd,1997.0,1.0,308.0,TA,TA,Y,,108500.0,07,2007
535325280,RL,60,7134,Pave,,AllPub,NAmes,1Fam,SLvl,5,5,1955,1955,TA,TA,0.0,384.0,Y,1360,0.0,0.0,1,0,3,1,6,Detchd,1962.0,2.0,572.0,TA,TA,Y,MnPrv,130000.0,02,2007
531376060,RL,65,7441,Pave,,AllPub,SawyerW,1Fam,1Story,7,5,2006,2006,Gd,TA,1461.0,1461.0,Y,1486,0.0,0.0,2,0,3,1,7,Attchd,2006.0,2.0,566.0,TA,TA,Y,,181000.0,06,2007
902302150,RM,85,13600,Pave,Grvl,AllPub,OldTown,2fmCon,2Story,5,5,1900,1950,TA,TA,662.0,662.0,N,2337,0.0,0.0,2,0,5,2,10,Detchd,1945.0,2.0,560.0,TA,TA,Y,,90000.0,09,2007
903206070,RL,-1,7010,Pave,,AllPub,BrkSide,1Fam,1.5Fin,5,5,1935,1950,TA,TA,849.0,1024.0,Y,1738,0.0,0.0,2,0,3,1,6,Detchd,1950.0,1.0,240.0,TA,TA,P,,153000.0,07,2008
535303050,RL,75,11310,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1954,1954,TA,TA,1367.0,1367.0,Y,1375,0.0,0.0,1,0,2,1,5,Attchd,1954.0,2.0,451.0,TA,TA,Y,,140000.0,06,2006
534127270,RL,90,11700,Pave,,AllPub,NWAmes,1Fam,2Story,6,6,1968,1968,TA,TA,304.0,708.0,Y,1416,0.0,0.0,2,1,3,1,7,Attchd,1968.0,2.0,776.0,TA,TA,Y,,179900.0,05,2006
527110120,RL,57,8773,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,1997,1997,TA,TA,916.0,916.0,Y,1600,0.0,0.0,2,1,3,1,7,Attchd,1997.0,2.0,460.0,TA,TA,Y,,169000.0,08,2007
903430130,RM,153,4118,Pave,Grvl,AllPub,OldTown,1Fam,1Story,4,4,1941,1950,TA,TA,693.0,693.0,N,693,0.0,0.0,1,0,2,1,4,,,0.0,0.0,,,N,,52500.0,03,2006
527450250,RM,21,1680,Pave,,AllPub,BrDale,Twnhs,2Story,6,5,1973,1973,TA,TA,153.0,483.0,Y,987,1.0,0.0,1,1,2,1,5,Detchd,1973.0,1.0,264.0,TA,TA,Y,,100000.0,11,2008
528235120,RL,62,7415,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2004,2004,TA,TA,80.0,839.0,Y,1593,1.0,0.0,2,1,3,1,8,Attchd,2004.0,2.0,398.0,TA,TA,Y,,193000.0,04,2008
905104110,RL,68,10265,Pave,,AllPub,Sawyer,1Fam,1Story,5,7,1967,2005,TA,Fa,234.0,992.0,Y,992,1.0,0.0,1,0,3,1,6,Attchd,1967.0,1.0,294.0,TA,TA,Y,MnPrv,145000.0,07,2008
908152060,RL,65,6285,Pave,,AllPub,Edwards,1Fam,SLvl,6,6,1976,1976,TA,Fa,456.0,960.0,Y,1044,1.0,0.0,1,0,3,1,7,Detchd,1976.0,2.0,528.0,TA,Fa,Y,,133500.0,04,2007
528386040,RL,56,14720,Pave,,AllPub,NoRidge,1Fam,1.5Fin,8,5,1995,1996,Gd,TA,1217.0,2033.0,Y,3238,1.0,0.0,2,1,4,1,9,Attchd,1996.0,3.0,666.0,TA,TA,Y,,410000.0,03,2010
528186120,RL,68,7820,Pave,,AllPub,NridgHt,TwnhsE,1Story,9,5,2007,2007,Ex,TA,1869.0,1869.0,Y,1869,0.0,0.0,2,0,2,1,6,Attchd,2007.0,2.0,617.0,TA,TA,Y,,318061.0,12,2007
905200350,RL,88,15312,Pave,,AllPub,Sawyer,1Fam,SLvl,6,5,1960,1960,TA,TA,550.0,1138.0,Y,1138,0.0,1.0,1,0,3,1,6,Attchd,1960.0,2.0,480.0,TA,TA,Y,MnPrv,148000.0,03,2009
905452120,RL,50,9360,Pave,,AllPub,Edwards,1Fam,2Story,6,8,1962,2001,Gd,TA,297.0,621.0,Y,1269,0.0,0.0,1,1,3,1,7,Detchd,1962.0,1.0,280.0,TA,TA,Y,GdWo,134500.0,11,2008
533212140,FV,30,3180,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2007,2007,Gd,TA,689.0,689.0,Y,1392,0.0,0.0,2,0,2,1,5,Detchd,2007.0,2.0,540.0,TA,TA,Y,,146000.0,03,2008
903456090,RM,60,6780,Pave,,AllPub,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,TA,Fa,30.0,520.0,N,754,1.0,0.0,1,0,2,1,5,,,0.0,0.0,,,N,,84500.0,06,2006
527375160,RL,81,10530,Pave,,AllPub,NWAmes,1Fam,SLvl,6,6,1975,2000,TA,TA,127.0,675.0,Y,1875,0.0,0.0,3,0,3,1,8,Attchd,1975.0,2.0,485.0,TA,TA,Y,,184500.0,06,2006
527256120,RL,90,18261,Pave,,AllPub,StoneBr,1Fam,1Story,9,5,2005,2005,Ex,TA,494.0,1910.0,Y,2000,1.0,0.0,2,1,3,1,8,Attchd,2005.0,3.0,722.0,TA,TA,Y,,470000.0,09,2006
909475050,RL,-1,20693,Pave,,AllPub,Crawfor,1Fam,1Story,7,5,1971,1971,TA,TA,1262.0,1696.0,Y,1696,0.0,0.0,2,0,3,1,7,Attchd,1971.0,2.0,625.0,TA,TA,Y,GdWo,198000.0,02,2007
923250210,RL,100,21750,Pave,,AllPub,Mitchel,1Fam,1Story,5,5,1954,1954,TA,TA,988.0,988.0,Y,988,0.0,0.0,1,0,2,1,4,Attchd,1954.0,2.0,520.0,TA,TA,N,,113000.0,02,2008
905105070,RL,-1,8246,Pave,,AllPub,Sawyer,1Fam,1Story,5,8,1968,2001,TA,Gd,204.0,1060.0,Y,1060,1.0,0.0,1,0,3,1,6,Attchd,1968.0,1.0,270.0,TA,TA,Y,MnPrv,154000.0,05,2010
526354020,RL,90,11727,Pave,,AllPub,NAmes,1Fam,1Story,7,6,1969,1969,TA,Gd,1851.0,1851.0,Y,1851,0.0,0.0,2,0,3,1,8,Attchd,1969.0,2.0,506.0,TA,TA,Y,,192100.0,03,2006
902401060,RM,100,9045,Pave,,AllPub,OldTown,2fmCon,2Story,5,3,1910,1950,TA,Fa,840.0,840.0,N,2256,0.0,0.0,2,0,4,2,12,,,0.0,0.0,,,N,,76500.0,06,2010
532351060,RL,70,9100,Pave,,AllPub,Sawyer,1Fam,1Story,5,4,1962,1962,TA,TA,952.0,988.0,Y,988,1.0,0.0,1,0,3,1,6,Detchd,1977.0,2.0,624.0,TA,TA,Y,,129500.0,07,2006
923226180,RM,21,1470,Pave,,AllPub,MeadowV,Twnhs,SFoyer,4,6,1970,1970,TA,TA,108.0,630.0,Y,630,1.0,0.0,1,0,1,1,3,,,0.0,0.0,,,Y,,73000.0,04,2006
527452060,RL,-1,4928,Pave,,AllPub,NPkVill,TwnhsE,1Story,6,6,1976,1976,TA,TA,0.0,958.0,Y,958,0.0,0.0,2,0,2,1,5,Attchd,1976.0,2.0,440.0,TA,TA,Y,,143750.0,10,2009
535452120,RL,70,7910,Pave,,AllPub,NAmes,1Fam,SLvl,5,5,1960,1960,TA,TA,409.0,1075.0,Y,1507,0.0,0.0,2,0,4,1,7,Basment,1960.0,1.0,404.0,TA,TA,Y,GdWo,127000.0,08,2008
902205020,RM,50,5925,Pave,,AllPub,OldTown,1Fam,1.5Fin,4,6,1900,1950,TA,TA,0.0,570.0,N,1141,0.0,0.0,1,0,3,1,6,Detchd,1930.0,1.0,252.0,Fa,Fa,Y,,85000.0,05,2007
907414070,RL,65,8769,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,TA,460.0,1169.0,Y,1190,1.0,0.0,2,0,2,1,5,Attchd,2005.0,2.0,578.0,TA,TA,Y,,173500.0,10,2007
903426200,RM,60,12900,Pave,Grvl,AllPub,OldTown,1Fam,2Story,6,8,1912,2009,Gd,Gd,780.0,780.0,Y,1560,0.0,0.0,1,1,3,1,7,,,0.0,0.0,,,N,,159900.0,05,2010
528174060,RL,34,5381,Pave,,AllPub,NridgHt,Twnhs,1Story,6,5,2005,2005,Gd,TA,406.0,1306.0,Y,1306,1.0,0.0,2,0,1,1,5,Attchd,2005.0,2.0,624.0,TA,TA,Y,,196000.0,08,2009
902427150,RM,52,8516,Pave,,AllPub,OldTown,1Fam,1Story,4,6,1958,2006,TA,TA,869.0,869.0,Y,1093,0.0,0.0,1,0,2,1,5,Detchd,1959.0,1.0,308.0,TA,TA,Y,,115500.0,05,2008
534178010,RL,80,10800,Pave,,AllPub,NWAmes,1Fam,1Story,6,5,1963,1963,TA,TA,171.0,1052.0,Y,1052,1.0,0.0,1,0,3,1,6,Attchd,1963.0,1.0,311.0,TA,TA,Y,,127000.0,02,2007
909101010,RL,67,12354,Pave,Grvl,AllPub,Edwards,1Fam,1.5Fin,6,8,1920,2000,TA,TA,684.0,684.0,Y,1196,0.0,0.0,1,0,3,1,7,Detchd,2005.0,2.0,528.0,TA,TA,Y,GdPrv,110000.0,08,2009
533221100,FV,-1,2117,Pave,,AllPub,Somerst,Twnhs,2Story,6,5,2000,2000,Gd,TA,320.0,756.0,Y,1525,0.0,0.0,2,1,3,1,5,Detchd,2000.0,2.0,440.0,TA,TA,Y,,177000.0,06,2007
902100130,RM,57,9906,Pave,Grvl,AllPub,OldTown,1Fam,2Story,4,4,1925,1950,TA,TA,686.0,686.0,N,1328,0.0,0.0,1,0,3,1,8,Detchd,1940.0,1.0,210.0,TA,TA,Y,,107000.0,09,2006
907252210,RL,-1,11838,Pave,,AllPub,CollgCr,1Fam,1Story,8,5,2001,2001,Gd,TA,1753.0,1753.0,Y,1788,0.0,0.0,2,0,3,1,7,Attchd,2001.0,2.0,522.0,TA,TA,Y,,236500.0,06,2009
535380130,RL,60,10818,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,4,4,1910,1950,TA,TA,1077.0,1077.0,Y,1760,0.0,0.0,1,1,4,1,7,Detchd,1935.0,2.0,648.0,Fa,TA,Y,,80000.0,02,2006
527450520,RM,21,1890,Pave,,AllPub,BrDale,Twnhs,2Story,6,6,1972,1972,TA,TA,0.0,483.0,Y,987,0.0,0.0,1,1,2,1,5,Detchd,1975.0,1.0,352.0,TA,TA,Y,,100500.0,04,2008
907414080,RL,64,8633,Pave,,AllPub,CollgCr,1Fam,2Story,6,5,2005,2005,Gd,TA,545.0,738.0,Y,1476,1.0,0.0,2,1,3,1,7,Attchd,2005.0,2.0,540.0,TA,TA,Y,,173500.0,02,2009
902477120,C (all),60,7879,Pave,,AllPub,IDOTRR,1Fam,1Story,4,5,1920,1950,TA,TA,225.0,720.0,N,720,0.0,0.0,1,0,2,1,4,,,0.0,0.0,,,N,GdWo,34900.0,11,2009
908127120,RL,63,13907,Pave,,AllPub,Edwards,1Fam,1Story,5,6,1940,1969,TA,TA,706.0,996.0,Y,996,1.0,0.0,1,0,3,1,6,,,0.0,0.0,,,Y,,108000.0,07,2008
908151040,RL,-1,9638,Pave,,AllPub,Edwards,1Fam,SLvl,6,6,1977,1977,TA,TA,541.0,1029.0,Y,1117,1.0,0.0,1,0,3,1,6,Attchd,1977.0,2.0,542.0,TA,TA,Y,,147000.0,11,2008
909254070,RL,54,7588,Pave,,AllPub,Crawfor,1Fam,2Story,7,6,1920,1950,TA,TA,441.0,793.0,Y,1802,0.0,0.0,1,1,4,1,9,Detchd,1920.0,1.0,216.0,Fa,TA,Y,,200100.0,07,2006
528445020,RL,70,9605,Pave,,AllPub,Somerst,1Fam,2Story,7,5,2006,2006,Gd,TA,982.0,982.0,Y,1977,0.0,0.0,2,1,3,1,7,Attchd,2006.0,3.0,574.0,TA,TA,Y,,250000.0,07,2007
528142110,RL,90,12378,Pave,,AllPub,NridgHt,1Fam,1Story,9,5,2003,2004,Gd,TA,622.0,1896.0,Y,1944,1.0,0.0,2,0,3,1,8,Attchd,2003.0,3.0,708.0,TA,TA,Y,,360000.0,11,2006
911102170,C (all),50,8500,Pave,Pave,AllPub,IDOTRR,1Fam,2Story,4,4,1920,1950,TA,Fa,649.0,649.0,N,1317,0.0,0.0,1,0,3,1,6,Detchd,1920.0,1.0,250.0,TA,Fa,N,MnPrv,40000.0,07,2008
909100170,RL,67,5604,Pave,,AllPub,Edwards,1Fam,1Story,5,6,1925,1950,TA,TA,396.0,864.0,N,864,1.0,0.0,1,0,2,1,5,,,0.0,0.0,,,Y,,98000.0,04,2008
535376090,RL,90,5400,Pave,,AllPub,OldTown,1Fam,1Story,5,7,1954,2000,TA,Gd,418.0,833.0,Y,833,0.0,0.0,1,0,2,1,4,Detchd,1955.0,1.0,326.0,TA,TA,Y,MnPrv,117000.0,08,2006
527328010,RL,-1,10464,Pave,,AllPub,NWAmes,1Fam,SFoyer,6,6,1980,1980,TA,TA,138.0,988.0,Y,1102,1.0,0.0,1,0,2,1,5,Attchd,1980.0,2.0,582.0,TA,TA,Y,,169000.0,06,2006
907290240,RM,-1,4426,Pave,,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gd,TA,186.0,848.0,Y,848,1.0,0.0,1,0,1,1,3,Attchd,2004.0,2.0,420.0,TA,TA,Y,,143000.0,05,2010
532376070,RL,-1,9316,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1965,1965,TA,TA,480.0,1024.0,Y,1020,0.0,0.0,2,0,3,1,5,Attchd,1965.0,1.0,288.0,TA,TA,Y,MnPrv,124100.0,05,2009
535376100,RL,60,5400,Pave,,AllPub,OldTown,1Fam,1Story,5,6,1921,1968,TA,TA,1073.0,1073.0,Y,1073,0.0,0.0,1,0,2,1,4,Detchd,1968.0,1.0,326.0,TA,TA,Y,,108480.0,12,2006
534451050,RL,51,4712,Pave,,AllPub,BrkSide,1Fam,1.5Fin,4,7,1946,1950,TA,TA,363.0,747.0,Y,1230,1.0,0.0,1,1,3,1,5,Detchd,1946.0,1.0,305.0,TA,TA,Y,MnPrv,121600.0,08,2006
913350030,RL,69,23580,Pave,,AllPub,Mitchel,1Fam,1Story,6,6,1979,1979,TA,TA,849.0,1625.0,Y,1625,0.0,1.0,2,0,3,1,6,Attchd,1979.0,2.0,576.0,TA,TA,Y,,242500.0,09,2006
905475520,RL,-1,11515,Pave,,AllPub,Edwards,1Fam,1Story,4,5,1958,1994,TA,TA,0.0,0.0,N,943,0.0,0.0,1,0,3,1,5,Detchd,1958.0,1.0,308.0,TA,TA,N,,80000.0,08,2007
907405130,RL,65,8450,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,TA,638.0,1337.0,Y,1337,1.0,0.0,2,0,3,1,6,Attchd,2003.0,2.0,531.0,TA,TA,Y,,185000.0,10,2007
906226100,RL,64,7018,Pave,,AllPub,SawyerW,Duplex,1Story,5,5,1979,1979,TA,TA,0.0,0.0,Y,1535,0.0,0.0,2,0,4,2,8,Attchd,1979.0,2.0,400.0,TA,TA,Y,GdPrv,118858.0,06,2009
905402110,RL,75,9375,Pave,,AllPub,Edwards,1Fam,1Story,4,5,1954,1954,TA,Gd,168.0,967.0,Y,1350,0.0,0.0,1,1,3,1,6,Attchd,1954.0,2.0,504.0,TA,TA,Y,,146000.0,06,2006
909250160,RL,55,10594,Pave,,AllPub,Crawfor,1Fam,1.5Unf,5,5,1926,1950,TA,TA,768.0,768.0,N,789,0.0,0.0,1,0,2,1,5,Detchd,1926.0,1.0,200.0,Po,Po,Y,MnPrv,96500.0,06,2007
905452140,RL,75,9525,Pave,,AllPub,Edwards,1Fam,1.5Fin,6,4,1954,1972,TA,TA,550.0,994.0,Y,1855,0.0,0.0,2,0,4,1,7,Attchd,1954.0,1.0,325.0,TA,TA,Y,,136900.0,10,2006
527162180,RL,73,11184,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,1998,1998,TA,TA,932.0,932.0,Y,1633,0.0,0.0,2,1,3,1,7,Attchd,1998.0,2.0,460.0,TA,TA,Y,,183000.0,04,2008
924100070,RL,77,10010,Pave,,AllPub,Mitchel,1Fam,1Story,5,5,1974,1975,TA,TA,195.0,1389.0,Y,1389,1.0,0.0,1,0,2,1,6,Attchd,1975.0,2.0,418.0,TA,TA,Y,,170000.0,04,2006
903454080,RM,50,8600,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,TA,TA,780.0,780.0,Y,1376,0.0,0.0,2,0,3,1,7,Detchd,1937.0,1.0,198.0,TA,TA,N,,119500.0,06,2006
535453160,RL,70,7560,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1959,1959,TA,TA,671.0,1040.0,Y,1040,0.0,0.0,1,0,3,1,6,Attchd,1959.0,1.0,286.0,TA,TA,Y,GdWo,133700.0,07,2006
528188060,RL,36,2268,Pave,,AllPub,NridgHt,Twnhs,2Story,7,5,2003,2004,Gd,TA,197.0,764.0,Y,1626,0.0,0.0,2,0,2,1,6,BuiltIn,2003.0,2.0,474.0,TA,TA,Y,,173000.0,07,2009
916460060,RL,-1,7915,Pave,,AllPub,Timber,1Fam,1Story,6,5,1999,2000,Gd,TA,443.0,1666.0,Y,1675,1.0,0.0,2,0,3,1,6,Attchd,1999.0,2.0,435.0,TA,TA,Y,,195000.0,12,2008
903401050,RL,-1,9144,Pave,Pave,AllPub,BrkSide,1Fam,1.5Fin,5,5,1940,1982,TA,TA,484.0,883.0,Y,1505,1.0,0.0,1,0,3,1,8,Detchd,1940.0,1.0,240.0,TA,TA,N,,145000.0,07,2008
528142140,RL,85,10574,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2004,2004,Gd,TA,292.0,1148.0,Y,2332,1.0,0.0,2,1,4,1,9,BuiltIn,2004.0,3.0,756.0,TA,TA,Y,,316000.0,07,2008
907262080,RL,70,8726,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,872.0,872.0,Y,1909,0.0,0.0,2,1,4,1,8,BuiltIn,2002.0,2.0,529.0,TA,TA,Y,,197000.0,09,2006
535153150,RL,76,9120,Pave,,AllPub,NAmes,1Fam,1Story,6,6,1958,1958,TA,TA,599.0,1261.0,Y,1261,1.0,0.0,1,0,3,1,6,Attchd,1958.0,2.0,433.0,TA,TA,Y,,163000.0,11,2008
528108140,RL,94,12220,Pave,,AllPub,NridgHt,1Fam,1Story,10,5,2009,2009,Ex,TA,570.0,2006.0,Y,2020,1.0,0.0,2,1,3,1,9,Attchd,2009.0,3.0,900.0,TA,TA,Y,,402861.0,09,2009
909131170,RH,-1,12155,Pave,,AllPub,SWISU,1Fam,2Story,6,8,1925,1950,TA,TA,516.0,672.0,N,1482,0.0,0.0,2,0,4,1,7,Detchd,1934.0,1.0,400.0,TA,TA,P,,140000.0,03,2008
903232060,RM,51,6120,Pave,,AllPub,BrkSide,1Fam,1Story,5,6,1925,1999,TA,TA,960.0,960.0,Y,995,0.0,0.0,1,0,2,1,5,Detchd,1926.0,1.0,264.0,TA,TA,Y,MnPrv,115000.0,03,2009
527164060,RL,-1,9636,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,1992,1993,TA,TA,808.0,808.0,Y,1593,0.0,0.0,2,1,3,1,7,BuiltIn,1993.0,2.0,389.0,TA,TA,Y,MnPrv,178000.0,12,2009
916125360,RL,-1,57200,Pave,,AllPub,Timber,1Fam,1Story,5,5,1948,1950,TA,TA,60.0,747.0,Y,1687,1.0,0.0,1,0,3,1,7,Detchd,1966.0,2.0,572.0,TA,TA,N,,160000.0,06,2010
905475270,RL,60,5400,Pave,,AllPub,SWISU,1Fam,1Story,5,5,1958,1958,TA,TA,411.0,864.0,Y,864,0.0,1.0,1,0,3,1,6,Attchd,1958.0,1.0,399.0,TA,TA,Y,,118000.0,05,2007
902103120,RM,57,10307,Pave,Grvl,AllPub,OldTown,Duplex,2Story,6,5,1910,1950,TA,TA,339.0,972.0,N,1944,1.0,0.0,2,0,4,2,12,Detchd,1920.0,2.0,324.0,Fa,TA,N,,103500.0,06,2009
533210060,FV,30,3215,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2004,2004,Gd,TA,320.0,600.0,Y,1200,0.0,0.0,2,1,2,1,4,Detchd,2004.0,2.0,480.0,TA,TA,Y,,155000.0,04,2010
914475090,RL,74,9620,Pave,,AllPub,Mitchel,1Fam,SLvl,6,7,1977,1977,TA,TA,564.0,1243.0,Y,1285,0.0,1.0,2,0,3,1,6,Attchd,1977.0,2.0,473.0,TA,TA,Y,GdPrv,190000.0,05,2010
534451150,RL,55,5350,Pave,,AllPub,BrkSide,1Fam,1Story,3,2,1940,1966,TA,Po,728.0,728.0,Y,1306,0.0,0.0,1,0,3,1,6,,,0.0,0.0,,,Y,GdWo,76500.0,05,2010
531382120,RL,65,8125,Pave,,AllPub,SawyerW,1Fam,1Story,6,5,1994,1998,TA,TA,270.0,1408.0,Y,1679,1.0,0.0,2,0,3,1,7,Attchd,1994.0,2.0,575.0,TA,TA,Y,,193500.0,10,2008
528445070,RL,75,8778,Pave,,AllPub,Somerst,1Fam,2Story,8,5,2006,2006,Gd,TA,1302.0,1302.0,Y,1830,0.0,0.0,2,1,3,1,7,BuiltIn,2006.0,3.0,859.0,TA,TA,Y,,221300.0,03,2007
909252110,RL,63,15576,Pave,,AllPub,Crawfor,1Fam,2Story,6,7,1915,1976,TA,TA,840.0,840.0,Y,1680,0.0,0.0,2,0,4,1,8,Attchd,1960.0,1.0,308.0,TA,TA,Y,,177000.0,03,2008
903430070,RM,50,3000,Pave,Grvl,AllPub,OldTown,Duplex,2Story,5,1,1922,1950,TA,TA,1040.0,1040.0,N,2128,0.0,0.0,2,0,4,2,11,,,0.0,0.0,,,Y,,62500.0,09,2009
916325040,RL,-1,50102,Pave,,AllPub,Timber,1Fam,1Story,6,5,1958,1958,TA,TA,723.0,1632.0,Y,1650,1.0,0.0,1,0,2,1,6,Attchd,1958.0,2.0,518.0,TA,TA,Y,,250764.0,03,2006
914475030,RL,72,9360,Pave,,AllPub,Mitchel,1Fam,SFoyer,6,7,1977,1977,TA,TA,0.0,957.0,Y,1287,1.0,0.0,1,1,2,1,5,Attchd,1977.0,2.0,541.0,TA,TA,Y,GdWo,173000.0,11,2009
903457130,RM,52,4330,Pave,Grvl,AllPub,IDOTRR,2fmCon,1.5Fin,4,6,1958,1958,TA,TA,0.0,808.0,Y,1315,1.0,0.0,2,0,3,1,5,Detchd,1958.0,2.0,436.0,TA,TA,Y,,99500.0,02,2007
533221060,FV,24,2117,Pave,,AllPub,Somerst,Twnhs,2Story,6,5,2000,2000,Gd,TA,339.0,756.0,Y,1573,0.0,0.0,2,1,3,1,4,Detchd,2000.0,2.0,440.0,TA,TA,Y,,177000.0,09,2007
531376030,RL,65,7800,Pave,,AllPub,SawyerW,1Fam,2Story,7,5,2005,2005,Gd,TA,891.0,891.0,Y,1686,0.0,0.0,2,1,3,1,8,Attchd,2005.0,2.0,462.0,TA,TA,Y,,184000.0,04,2006
905229040,RL,-1,11250,Pave,,AllPub,ClearCr,1Fam,1.5Fin,4,5,1957,1989,TA,TA,1104.0,1104.0,Y,1788,1.0,0.0,1,0,5,1,8,Attchd,1957.0,1.0,304.0,TA,TA,Y,,161500.0,11,2009
907420040,RL,85,11069,Pave,,AllPub,CollgCr,1Fam,2Story,6,5,2007,2007,Gd,TA,608.0,608.0,Y,1396,0.0,0.0,2,1,3,1,6,BuiltIn,2007.0,2.0,440.0,TA,TA,Y,,170000.0,07,2009
906380150,RL,64,7488,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,TA,815.0,1208.0,Y,1208,0.0,0.0,2,0,2,1,6,Attchd,2005.0,2.0,632.0,TA,TA,Y,,183600.0,02,2006
909455040,RM,35,3907,Pave,,AllPub,Blueste,TwnhsE,1Story,8,5,1989,1989,Gd,TA,1115.0,1191.0,Y,1191,0.0,0.0,2,0,2,1,5,Attchd,1989.0,2.0,531.0,TA,TA,Y,,162500.0,03,2010
902204080,RM,62,7404,Pave,,AllPub,OldTown,1Fam,1Story,4,6,1920,1950,TA,TA,861.0,861.0,Y,861,0.0,0.0,1,0,2,1,5,Detchd,1920.0,2.0,288.0,TA,TA,N,,80000.0,11,2009
527190050,RL,44,5306,Pave,,AllPub,StoneBr,TwnhsE,2Story,7,7,1987,1987,Gd,Gd,354.0,1064.0,Y,1767,1.0,0.0,2,0,2,1,5,Attchd,1987.0,2.0,504.0,Gd,TA,Y,,239000.0,06,2006
533212020,FV,24,2544,Pave,Pave,AllPub,Somerst,Twnhs,2Story,7,5,2004,2005,Gd,TA,190.0,600.0,Y,1200,1.0,0.0,2,1,2,1,4,Detchd,2004.0,2.0,480.0,TA,TA,Y,,149500.0,02,2010
910201180,RM,50,9060,Pave,,AllPub,IDOTRR,1Fam,2Story,5,6,1923,1999,TA,TA,311.0,859.0,Y,1828,0.0,0.0,2,0,3,1,6,Detchd,,,,,,Y,MnPrv,150909.0,03,2007
527453070,RL,24,2280,Pave,,AllPub,NPkVill,Twnhs,1Story,7,7,1976,1976,TA,TA,443.0,1055.0,Y,1055,1.0,0.0,2,0,2,1,4,Attchd,1976.0,1.0,319.0,TA,TA,Y,,137500.0,04,2006
534201300,RL,70,8400,Pave,,AllPub,NAmes,1Fam,SFoyer,5,6,1968,1968,TA,TA,89.0,833.0,Y,898,1.0,0.0,1,0,3,1,6,Attchd,1968.0,1.0,326.0,TA,TA,Y,,140000.0,08,2006
903228090,RM,50,5000,Pave,,AllPub,BrkSide,1Fam,1.5Unf,6,7,1926,1950,TA,TA,992.0,992.0,Y,1013,0.0,0.0,1,0,3,1,6,Detchd,1926.0,1.0,160.0,Fa,TA,Y,,113000.0,04,2008
528102010,RL,129,16737,Pave,,AllPub,NridgHt,1Fam,1Story,9,5,2004,2005,Gd,TA,533.0,1980.0,Y,1980,1.0,0.0,2,0,3,1,8,Attchd,2004.0,3.0,770.0,TA,TA,Y,,315000.0,09,2006
535403200,RL,60,7332,Pave,,AllPub,NAmes,1Fam,1Story,6,6,1959,1959,TA,TA,450.0,864.0,Y,864,1.0,0.0,1,0,2,1,4,Attchd,1959.0,1.0,288.0,TA,TA,Y,,120000.0,10,2006
