PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remodeled,Exter Qual,Exter Cond,Bsmt Unf Sqft,Total Bsmnt Sqft,Central Air,Living Area Sqft,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom,Kitchen,Total Rooms,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Date Sold,SalePrice
528240130,RL,63,8577,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,2004,2004,Gd,TA,847.0,847.0,yes,1733,0.0,0.0,2,1,3,1,7,BuiltIn,2004.0,2.0,433.0,TA,TA,Y,,04-2010,185088.0
916403250,RL,125,14419,Pave,,AllPub,Timber,1Fam,SLvl,7,5,1987,1989,TA,TA,117.0,1645.0,Y,1479,2.0,0.0,2,1,3,1,7,Attchd,1987.0,2.0,578.0,TA,TA,Y,,07-2009,213500.0
535425050,RL,86,11650,Pave,,AllPub,NAmes,1Fam,1Story,7,5,1959,1959,TA,TA,0.0,0.0,Y,1472,0.0,0.0,2,0,2,1,5,Attchd,1959.0,2.0,484.0,TA,TA,Y,,06-2006,157500.0
535402140,RL,93,10090,Pave,,AllPub,NAmes,1Fam,SLvl,7,5,1963,1999,TA,TA,0.0,725.0,Y,1651,0.0,1.0,2,0,4,1,6,BuiltIn,1963.0,1.0,276.0,TA,TA,Y,MnPrv,10-2007,172000.0
909452050,RL,-1,13607,Pave,,AllPub,Crawfor,1Fam,SLvl,6,6,1986,1986,TA,Gd,118.0,572.0,Y,1982,1.0,0.0,2,1,3,1,6,BuiltIn,1986.0,2.0,501.0,TA,TA,Y,,04-2009,208000.0
533213130,FV,24,2280,Pave,Pave,AllPub,Somerst,Twnhs,2Story,6,5,1999,1999,TA,TA,179.0,744.0,Y,1501,1.0,0.0,2,1,3,1,6,Detchd,1999.0,2.0,440.0,TA,TA,Y,,09-2007,176500.0
907290020,RL,75,9750,Pave,,AllPub,CollgCr,1Fam,2Story,7,6,1998,1998,TA,TA,133.0,1108.0,Y,2097,1.0,0.0,2,1,3,1,8,Detchd,1998.0,2.0,583.0,TA,TA,Y,,06-2006,274300.0
914465055,RL,43,12118,Pave,,AllPub,Mitchel,1Fam,1Story,7,5,2004,2005,Gd,TA,1710.0,1710.0,Y,1710,0.0,0.0,2,0,3,1,7,Attchd,2004.0,2.0,550.0,TA,TA,Y,,04-2009,240000.0
534400060,RL,100,10175,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1964,1964,TA,TA,935.0,1425.0,Y,1425,0.0,0.0,2,0,3,1,7,Attchd,1964.0,2.0,576.0,TA,TA,Y,,07-2008,180500.0
907192020,RL,68,9543,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2001,2001,Gd,TA,845.0,845.0,Y,1690,0.0,0.0,2,1,3,1,7,Attchd,2001.0,2.0,517.0,TA,TA,Y,,02-2007,190550.0
905101100,RL,54,6342,Pave,,AllPub,Sawyer,1Fam,1.5Fin,5,8,1875,1996,TA,Gd,780.0,780.0,N,1020,0.0,0.0,1,0,2,1,6,,,0.0,0.0,,,N,,05-2010,94000.0
903458170,RM,52,6240,Pave,Grvl,AllPub,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,TA,TA,628.0,780.0,Y,1208,0.0,0.0,1,0,2,1,5,Detchd,1962.0,2.0,539.0,TA,TA,Y,,01-2009,103000.0
908228040,RL,60,9738,Pave,,AllPub,Edwards,1Fam,1.5Fin,5,7,1924,1950,TA,Gd,392.0,784.0,Y,1221,1.0,0.0,1,0,4,1,7,Attchd,1965.0,1.0,392.0,TA,TA,Y,,03-2006,104900.0
535152200,RL,74,8856,Pave,,AllPub,NAmes,1Fam,1Story,5,4,1957,1957,TA,TA,503.0,1176.0,Y,1176,1.0,0.0,1,0,3,1,6,Attchd,1957.0,1.0,292.0,TA,TA,Y,,05-2008,136500.0
909251030,RL,54,7223,Pave,,AllPub,Crawfor,1Fam,1Story,5,5,1926,1950,TA,TA,971.0,1290.0,Y,1422,0.0,0.0,1,0,3,1,6,Detchd,1973.0,1.0,352.0,TA,TA,Y,MnPrv,04-2007,136500.0
533253070,RL,61,3782,Pave,,AllPub,Greens,TwnhsE,1Story,8,5,1981,1981,Gd,TA,266.0,1226.0,Y,1226,1.0,0.0,1,0,1,1,4,Attchd,1981.0,2.0,484.0,TA,TA,Y,,09-2009,211500.0
908102160,RL,75,9825,Pave,,AllPub,Edwards,1Fam,SFoyer,5,5,1967,1967,TA,TA,0.0,936.0,Y,936,1.0,0.0,1,0,2,1,4,Attchd,1967.0,1.0,384.0,TA,TA,Y,,08-2007,118500.0
907196050,RL,68,11250,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2001,2002,Gd,TA,434.0,920.0,Y,1786,1.0,0.0,2,1,3,1,6,Attchd,2001.0,2.0,608.0,TA,TA,Y,,09-2008,223500.0
535327200,RL,70,13300,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1956,2000,TA,TA,551.0,928.0,Y,928,0.0,0.0,1,0,2,1,4,Attchd,1956.0,1.0,252.0,TA,TA,Y,,06-2007,132000.0
906392070,RL,64,7314,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2007,2007,Gd,TA,508.0,1232.0,Y,1232,1.0,0.0,2,0,2,1,6,Attchd,2007.0,2.0,632.0,TA,TA,Y,,02-2009,194500.0
535180100,RL,75,9464,Pave,,AllPub,NAmes,1Fam,1Story,6,7,1958,1958,TA,Gd,510.0,1080.0,Y,1080,0.0,0.0,1,0,3,1,5,Attchd,1958.0,1.0,288.0,TA,TA,Y,,06-2008,136000.0
534428020,RL,-1,12493,Pave,,AllPub,NAmes,1Fam,1Story,4,5,1960,1960,TA,TA,375.0,1100.0,Y,1100,1.0,0.0,1,0,3,1,6,Attchd,1960.0,1.0,312.0,TA,TA,Y,GdWo,04-2008,141000.0
532376090,RL,40,13673,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1962,1962,TA,Gd,1140.0,1140.0,Y,1696,0.0,0.0,1,1,3,1,8,Attchd,1962.0,1.0,349.0,TA,TA,Y,,03-2007,143900.0
528435060,RL,83,9849,Pave,,AllPub,Somerst,1Fam,1Story,7,6,2007,2007,Gd,TA,1689.0,1689.0,Y,1689,0.0,0.0,2,0,3,1,7,Attchd,2007.0,3.0,954.0,TA,TA,Y,,06-2007,248328.0
535383110,RL,60,10800,Pave,Grvl,AllPub,OldTown,1Fam,1Story,5,7,1920,1950,TA,TA,720.0,720.0,N,846,0.0,0.0,1,0,2,1,4,Detchd,1980.0,2.0,576.0,TA,TA,N,,06-2009,106000.0
528235130,RL,74,9056,Pave,,AllPub,Gilbert,1Fam,2Story,8,5,2004,2004,Gd,TA,707.0,707.0,Y,1414,0.0,0.0,2,1,3,1,6,Attchd,2004.0,2.0,403.0,TA,TA,Y,,10-2006,178000.0
528186090,RL,60,7313,Pave,,AllPub,NridgHt,TwnhsE,1Story,9,5,2005,2005,Ex,TA,408.0,1561.0,Y,1561,1.0,0.0,2,0,2,1,6,Attchd,2005.0,2.0,556.0,TA,TA,Y,,08-2007,277500.0
532476050,RL,100,14330,Pave,,AllPub,Veenker,1Fam,SLvl,7,4,1974,1974,Gd,Fa,228.0,1748.0,Y,2646,1.0,2.0,2,0,3,1,9,Attchd,1974.0,2.0,550.0,TA,TA,Y,GdPrv,01-2006,260000.0
910226060,RM,75,9060,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,6,5,1957,1957,TA,TA,967.0,967.0,Y,1638,0.0,0.0,2,0,4,1,6,Detchd,1957.0,1.0,384.0,TA,TA,Y,,04-2006,139000.0
905108120,RL,75,8235,Pave,,AllPub,Sawyer,Duplex,1Story,5,4,1977,1977,TA,TA,1466.0,1949.0,Y,1949,0.0,0.0,2,0,6,2,10,Attchd,1977.0,2.0,586.0,TA,TA,Y,,05-2006,157000.0
527250040,RL,100,34650,Pave,,AllPub,Gilbert,2fmCon,1Story,5,5,1955,1955,TA,TA,0.0,1056.0,N,1056,1.0,0.0,1,0,3,1,5,Attchd,1955.0,2.0,572.0,TA,TA,Y,,01-2006,145000.0
905226050,RL,-1,25339,Pave,,AllPub,Sawyer,1Fam,1Story,5,7,1918,2007,TA,Gd,816.0,816.0,Y,1416,0.0,0.0,2,0,3,1,7,Attchd,2007.0,2.0,576.0,TA,TA,N,,08-2007,112000.0
535425060,RL,76,11355,Pave,,AllPub,NAmes,1Fam,1Story,7,7,1958,2001,TA,TA,675.0,1312.0,Y,1312,0.0,0.0,1,1,3,1,6,Attchd,1958.0,2.0,495.0,TA,TA,Y,MnPrv,04-2008,186000.0
534204120,RL,79,10289,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1965,1965,TA,TA,237.0,1073.0,Y,1073,1.0,0.0,1,1,3,1,6,Attchd,1965.0,2.0,515.0,TA,TA,Y,,06-2007,156000.0
527355280,RL,79,10240,Pave,,AllPub,NWAmes,1Fam,1Story,6,6,1980,1980,TA,Gd,0.0,1686.0,Y,1686,1.0,0.0,2,0,3,1,7,Attchd,1980.0,2.0,612.0,TA,TA,Y,,05-2006,207500.0
528106070,RL,108,13173,Pave,,AllPub,NridgHt,1Fam,1Story,9,5,2006,2007,Gd,TA,80.0,1652.0,Y,1652,1.0,0.0,2,0,2,1,6,Attchd,2006.0,2.0,840.0,TA,TA,Y,,11-2009,325000.0
909276110,RL,-1,7500,Pave,,AllPub,Crawfor,1Fam,2Story,6,7,1942,1950,TA,TA,224.0,771.0,Y,1494,0.0,0.0,1,0,3,1,7,Attchd,1942.0,1.0,213.0,TA,TA,P,,11-2009,177500.0
902477130,C (all),72,9392,Pave,,AllPub,IDOTRR,1Fam,1Story,3,3,1900,1950,TA,Fa,245.0,245.0,N,797,0.0,0.0,1,0,2,1,5,,,0.0,0.0,,,N,,09-2009,44000.0
528142050,RL,82,9709,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2007,2007,Ex,TA,140.0,918.0,Y,2100,1.0,0.0,2,1,3,1,8,BuiltIn,2007.0,3.0,786.0,TA,TA,Y,,09-2007,319500.0
906402070,RL,-1,14364,Pave,,AllPub,SawyerW,1Fam,2Story,7,5,1988,1989,Gd,TA,92.0,1157.0,Y,2062,1.0,0.0,2,1,3,1,7,Attchd,1988.0,2.0,454.0,TA,TA,Y,,04-2007,277000.0
916402215,RL,93,18265,Pave,,AllPub,Timber,1Fam,1Story,6,5,1986,1986,Gd,Gd,276.0,1256.0,Y,1256,0.0,0.0,2,0,3,1,6,Attchd,1986.0,2.0,578.0,TA,TA,Y,,03-2008,180000.0
527425110,RL,60,9000,Pave,,AllPub,NAmes,1Fam,1Story,4,7,1971,2006,TA,Gd,624.0,864.0,Y,864,0.0,0.0,1,0,3,1,5,Detchd,1986.0,2.0,576.0,TA,TA,Y,GdWo,07-2009,130000.0
914474020,RL,70,9116,Pave,,AllPub,Mitchel,1Fam,1Story,8,5,2001,2001,Gd,TA,1491.0,1491.0,Y,1491,0.0,0.0,2,0,3,1,7,Attchd,2001.0,2.0,490.0,TA,TA,Y,,05-2006,209000.0
906380120,RL,68,8814,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2005,2007,Gd,TA,349.0,1274.0,Y,1274,1.0,0.0,2,0,3,1,6,Attchd,2005.0,2.0,508.0,TA,TA,Y,,01-2007,203000.0
528108040,RL,95,12350,Pave,,AllPub,NridgHt,1Fam,2Story,9,5,2009,2009,Gd,TA,379.0,1365.0,Y,2690,1.0,0.0,2,1,3,1,8,Attchd,2009.0,3.0,864.0,TA,TA,Y,,07-2009,398800.0
535153150,RL,76,9120,Pave,,AllPub,NAmes,1Fam,1Story,6,6,1958,1958,TA,TA,599.0,1261.0,Y,1261,1.0,0.0,1,0,3,1,6,Attchd,1958.0,2.0,433.0,TA,TA,Y,,11-2008,163000.0
906392080,RL,64,7242,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2005,2006,Gd,TA,1270.0,1270.0,Y,1270,0.0,0.0,2,0,2,1,6,Attchd,2005.0,2.0,524.0,TA,TA,Y,,07-2007,175900.0
527164120,RL,-1,10832,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,1994,1996,Gd,TA,712.0,712.0,Y,1895,0.0,0.0,2,1,3,1,7,Attchd,1994.0,2.0,409.0,TA,TA,Y,,10-2008,194500.0
908275090,RL,70,11767,Pave,,AllPub,Edwards,1Fam,2Story,4,7,1910,2000,TA,TA,560.0,560.0,N,1346,0.0,0.0,1,1,2,1,6,Detchd,1950.0,1.0,384.0,Fa,TA,Y,GdWo,05-2007,112000.0
908276150,RL,-1,8926,Pave,,AllPub,Edwards,1Fam,1Story,4,3,1956,1956,TA,TA,672.0,672.0,Y,960,0.0,0.0,1,0,3,1,5,Basment,1956.0,1.0,288.0,TA,TA,Y,MnPrv,10-2009,112000.0
907275090,RL,73,11883,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,1996,1996,Gd,TA,814.0,1504.0,Y,1504,1.0,0.0,2,0,3,1,6,Attchd,1996.0,2.0,478.0,TA,TA,Y,,06-2009,203000.0
923202137,RL,77,9278,Pave,,AllPub,Mitchel,1Fam,1Story,5,5,2007,2008,TA,TA,1092.0,1092.0,Y,1092,0.0,0.0,1,0,2,1,5,,,0.0,0.0,,,Y,,02-2008,146000.0
533241030,FV,66,7399,Pave,Pave,AllPub,Somerst,1Fam,2Story,7,5,1997,1998,Gd,TA,326.0,975.0,Y,1950,0.0,0.0,2,1,3,1,7,Detchd,1997.0,2.0,576.0,TA,TA,Y,,06-2007,239000.0
916455150,RL,80,11305,Pave,,AllPub,Timber,1Fam,1Story,8,5,2002,2002,Gd,TA,593.0,1922.0,Y,1922,1.0,0.0,2,0,2,1,6,Attchd,2002.0,3.0,692.0,TA,TA,Y,,04-2007,282000.0
528120160,RL,76,9591,Pave,,AllPub,NridgHt,1Fam,1Story,8,5,2004,2005,Gd,TA,625.0,1713.0,Y,1713,1.0,0.0,2,0,3,1,7,Attchd,2004.0,3.0,856.0,TA,TA,Y,,01-2009,274900.0
535354050,RL,60,9600,Pave,,AllPub,NAmes,1Fam,1.5Unf,5,7,1949,2003,TA,TA,625.0,845.0,Y,893,0.0,1.0,1,0,2,1,4,Detchd,1985.0,2.0,576.0,TA,TA,Y,,05-2007,135000.0
531384070,RL,-1,11613,Pave,,AllPub,SawyerW,1Fam,2Story,6,5,1993,1997,Gd,TA,384.0,864.0,Y,1820,0.0,0.0,2,1,3,1,7,Attchd,1993.0,2.0,492.0,TA,TA,Y,GdPrv,05-2007,191750.0
908102270,RL,75,9937,Pave,,AllPub,Edwards,1Fam,1Story,5,7,1964,1999,TA,Gd,849.0,1486.0,Y,1486,1.0,0.0,1,0,3,1,7,Detchd,1968.0,2.0,480.0,TA,TA,Y,MnPrv,03-2009,167000.0
534453140,RL,50,4882,Pave,,AllPub,BrkSide,1Fam,2Story,4,7,1937,1950,TA,TA,228.0,348.0,Y,906,0.0,0.0,1,0,2,1,5,Basment,1937.0,1.0,231.0,Fa,TA,Y,,09-2008,87000.0
527107020,RL,-1,13041,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,1995,1995,TA,TA,781.0,781.0,Y,1671,0.0,0.0,2,1,3,1,7,Attchd,1995.0,2.0,423.0,TA,TA,Y,,02-2006,170000.0
903453050,RM,60,10266,Pave,,AllPub,IDOTRR,1Fam,2Story,6,6,1952,1952,TA,TA,396.0,768.0,Y,1536,0.0,0.0,1,1,4,1,7,Detchd,1952.0,1.0,308.0,TA,TA,Y,,05-2008,136000.0
531375110,RL,66,13695,Pave,,AllPub,SawyerW,1Fam,1Story,5,5,2004,2004,TA,TA,468.0,1114.0,Y,1114,1.0,0.0,1,1,3,1,6,Detchd,2004.0,2.0,576.0,TA,TA,Y,,06-2008,159000.0
909282060,RL,70,12320,Pave,,AllPub,Crawfor,1Fam,2Story,7,7,1932,1990,TA,TA,637.0,637.0,Y,1609,0.0,0.0,1,1,3,1,8,2Types,1963.0,3.0,579.0,TA,TA,Y,GdWo,05-2006,199500.0
908275290,RL,60,16012,Pave,,AllPub,Edwards,1Fam,1Story,4,4,1954,1968,TA,TA,263.0,954.0,Y,1482,0.0,1.0,2,0,3,1,6,2Types,1956.0,2.0,609.0,TA,TA,Y,MnPrv,10-2006,125000.0
903235010,RM,60,6155,Pave,,AllPub,BrkSide,1Fam,2Story,6,8,1920,1999,TA,TA,611.0,611.0,Y,1362,0.0,0.0,2,0,3,1,6,Detchd,1920.0,2.0,502.0,TA,Fa,Y,,06-2008,128000.0
914476010,RL,75,10125,Pave,,AllPub,Mitchel,1Fam,1Story,6,6,1977,1977,TA,TA,276.0,1196.0,Y,1279,0.0,1.0,2,0,3,1,6,Detchd,1980.0,2.0,473.0,TA,TA,Y,MnPrv,02-2008,171500.0
923426070,RL,63,10475,Pave,,AllPub,Mitchel,1Fam,2Story,5,5,1991,1991,TA,TA,166.0,624.0,Y,1274,0.0,0.0,1,1,3,1,6,Detchd,1993.0,2.0,576.0,TA,TA,Y,GdWo,03-2010,136000.0
909276200,RL,130,9600,Pave,,AllPub,Crawfor,1Fam,1.5Fin,5,7,1940,1950,Gd,Gd,300.0,728.0,Y,1308,1.0,0.0,1,1,2,1,7,Detchd,1940.0,1.0,256.0,TA,TA,Y,,06-2009,160000.0
532479120,RL,-1,16647,Pave,,AllPub,Sawyer,1Fam,SFoyer,5,5,1975,1981,TA,TA,0.0,1390.0,Y,1701,1.0,0.0,2,0,3,1,6,Basment,1975.0,2.0,611.0,TA,TA,Y,,01-2007,171000.0
905101330,RL,72,10791,Pave,,AllPub,Sawyer,Duplex,1Story,4,5,1967,1967,TA,TA,0.0,0.0,Y,1296,0.0,0.0,2,0,2,2,6,CarPort,1967.0,2.0,516.0,TA,TA,Y,,10-2006,90000.0
527105140,RL,-1,12394,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,2003,2003,Gd,TA,847.0,847.0,Y,1733,0.0,0.0,2,1,3,1,7,BuiltIn,2003.0,2.0,433.0,TA,TA,Y,,10-2007,225000.0
528186010,RL,129,16770,Pave,,AllPub,NridgHt,1Fam,1Story,8,5,2002,2003,Gd,TA,516.0,1712.0,Y,1712,1.0,0.0,2,0,3,1,8,Attchd,2002.0,3.0,701.0,TA,TA,Y,,09-2009,286500.0
908225170,RL,56,6931,Pave,,AllPub,Edwards,2fmCon,1Story,4,5,1955,1955,TA,TA,0.0,784.0,N,784,1.0,0.0,1,0,2,1,4,,,0.0,0.0,,,Y,,05-2008,91900.0
531371070,RL,68,10110,Pave,,AllPub,SawyerW,1Fam,2Story,6,5,2003,2003,Gd,TA,200.0,835.0,Y,1696,1.0,0.0,2,1,3,1,7,Attchd,2003.0,2.0,542.0,TA,TA,Y,,07-2008,188000.0
923225200,RM,41,2665,Pave,,AllPub,MeadowV,TwnhsE,2Story,5,7,1976,1976,TA,TA,232.0,550.0,Y,1475,0.0,0.0,2,0,4,1,6,Attchd,1976.0,1.0,336.0,TA,TA,Y,,05-2008,129500.0
528138060,RL,70,10171,Pave,,AllPub,NridgHt,1Fam,1Story,7,5,2004,2004,Gd,TA,1515.0,1517.0,Y,1535,0.0,0.0,2,0,3,1,7,Attchd,2004.0,2.0,532.0,TA,TA,Y,,03-2010,214000.0
535382130,RL,60,10800,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,5,8,1936,1989,TA,TA,170.0,796.0,Y,1466,0.0,1.0,2,0,3,1,7,Attchd,1950.0,2.0,566.0,TA,TA,Y,,04-2006,170000.0
532353030,RL,-1,9240,Pave,,AllPub,Sawyer,1Fam,1Story,5,6,1962,2002,TA,TA,252.0,864.0,Y,1211,0.0,0.0,1,0,2,1,6,Detchd,1972.0,2.0,576.0,TA,TA,Y,MnPrv,03-2006,144000.0
910205130,RM,75,13710,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,5,5,1950,1950,TA,TA,490.0,910.0,Y,1558,0.0,0.0,1,1,4,1,6,Attchd,1950.0,1.0,282.0,TA,TA,Y,MnPrv,06-2007,152000.0
902301140,RM,34,4571,Pave,Grvl,AllPub,OldTown,1Fam,2Story,5,5,1916,1950,TA,TA,624.0,624.0,N,1344,0.0,0.0,1,0,4,1,7,Detchd,1916.0,3.0,513.0,Fa,Fa,Y,,05-2008,98000.0
903232100,RM,52,6240,Pave,,AllPub,BrkSide,1Fam,1.5Fin,5,7,1930,1992,TA,TA,966.0,966.0,Y,1426,0.0,0.0,1,0,3,1,6,Detchd,1930.0,1.0,230.0,Fa,TA,Y,GdPrv,07-2007,131750.0
914465020,RL,75,10125,Pave,,AllPub,Mitchel,1Fam,2Story,8,5,2000,2001,Gd,TA,412.0,1107.0,Y,2052,0.0,0.0,2,1,3,1,7,BuiltIn,2000.0,3.0,642.0,TA,TA,Y,,05-2009,251000.0
528120110,RL,80,10240,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2005,2005,Gd,TA,1030.0,1030.0,Y,2098,0.0,0.0,2,1,3,1,8,Attchd,2005.0,3.0,878.0,TA,TA,Y,,03-2006,275500.0
527355060,RL,81,10530,Pave,,AllPub,NWAmes,1Fam,2Story,7,5,1978,1978,TA,TA,945.0,945.0,Y,1857,0.0,0.0,2,1,4,1,8,Attchd,1978.0,2.0,482.0,TA,TA,Y,GdPrv,07-2006,188900.0
528168030,RL,96,13262,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2003,2004,Gd,TA,1082.0,1082.0,Y,2400,0.0,0.0,3,1,4,1,10,BuiltIn,2003.0,3.0,730.0,TA,TA,Y,,06-2009,290000.0
528188160,RL,48,3242,Pave,,AllPub,NridgHt,TwnhsE,1Story,7,5,2003,2003,Gd,TA,405.0,1405.0,Y,1405,1.0,0.0,2,0,2,1,6,Attchd,2003.0,2.0,478.0,TA,TA,Y,,03-2007,200000.0
533250130,RL,30,9549,Pave,,AllPub,Veenker,TwnhsE,1Story,8,5,1995,1996,Gd,Gd,0.0,1494.0,Y,1494,1.0,0.0,1,1,2,1,6,Attchd,1995.0,2.0,481.0,TA,TA,Y,,04-2006,270000.0
528280230,RL,-1,12224,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2000,2000,Gd,TA,297.0,992.0,Y,2054,1.0,0.0,2,1,3,1,7,BuiltIn,2000.0,2.0,390.0,TA,TA,Y,,07-2009,244000.0
528290170,RL,58,9487,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2000,2000,TA,TA,395.0,915.0,Y,1690,1.0,0.0,2,1,3,1,7,Attchd,2000.0,2.0,442.0,TA,TA,Y,,06-2007,187000.0
528228375,RL,-1,3621,Pave,,AllPub,Blmngtn,TwnhsE,1Story,8,5,2003,2003,Gd,TA,322.0,1406.0,Y,1589,1.0,0.0,2,0,2,1,7,Attchd,2003.0,3.0,630.0,TA,TA,Y,,11-2007,226500.0
533350090,RL,-1,24572,Pave,,AllPub,Veenker,1Fam,2Story,9,3,1977,1977,Gd,Gd,584.0,994.0,Y,2944,0.0,0.0,2,2,3,1,9,Attchd,1977.0,3.0,864.0,TA,TA,Y,,06-2008,150000.0
909129100,RH,55,4500,Pave,Pave,AllPub,SWISU,1Fam,1.5Fin,5,5,1932,2000,TA,TA,611.0,793.0,Y,1520,0.0,0.0,1,0,3,1,6,Detchd,1968.0,1.0,281.0,TA,TA,Y,,07-2009,159434.0
908102110,RL,68,8842,Pave,,AllPub,Edwards,1Fam,1Story,5,6,1954,1954,TA,Gd,381.0,381.0,Y,992,0.0,0.0,1,0,3,1,6,Detchd,1954.0,1.0,319.0,TA,TA,Y,MnPrv,01-2010,155891.0
528315030,RL,82,9452,Pave,,AllPub,NoRidge,1Fam,2Story,8,5,1997,1998,Gd,TA,322.0,1396.0,Y,2392,1.0,0.0,2,1,3,1,7,Attchd,1997.0,3.0,870.0,TA,TA,Y,,06-2006,348000.0
533251120,RL,-1,11120,Pave,,AllPub,Veenker,1Fam,1Story,6,6,1984,1984,TA,TA,572.0,1232.0,Y,1232,0.0,0.0,2,0,3,1,6,Attchd,1984.0,2.0,516.0,TA,TA,Y,,06-2008,162500.0
916226030,RL,42,4084,Pave,,AllPub,Timber,TwnhsE,1Story,7,6,1986,1986,Gd,TA,384.0,1277.0,Y,1501,1.0,0.0,2,0,2,1,6,Attchd,1986.0,2.0,512.0,TA,TA,Y,,07-2008,241500.0
907196040,RL,75,12192,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2000,2001,Gd,TA,265.0,928.0,Y,1823,1.0,0.0,2,1,3,1,6,Attchd,2000.0,2.0,626.0,TA,TA,Y,,05-2008,235000.0
909178160,RL,60,9900,Pave,,AllPub,SWISU,1Fam,1.5Fin,6,7,1940,1950,TA,TA,778.0,778.0,Y,1489,0.0,0.0,2,0,3,1,7,Detchd,1940.0,1.0,240.0,TA,TA,Y,GdWo,07-2009,139500.0
535177110,RL,80,9736,Pave,,AllPub,NAmes,1Fam,1Story,6,6,1957,1969,TA,TA,525.0,1331.0,Y,1721,0.0,0.0,1,0,4,1,8,Attchd,1957.0,2.0,464.0,TA,TA,Y,,04-2007,174850.0
535104020,RL,80,10197,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1961,1961,TA,TA,700.0,1362.0,Y,1362,1.0,0.0,1,1,3,1,6,Attchd,1961.0,2.0,504.0,TA,TA,Y,,06-2008,163000.0
528458020,FV,90,7993,Pave,,AllPub,Somerst,1Fam,1Story,7,5,2008,2009,Gd,TA,1436.0,1436.0,Y,1436,0.0,0.0,2,0,3,1,6,Attchd,2008.0,2.0,529.0,TA,TA,Y,,10-2009,225000.0
533208070,FV,35,4251,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2006,2007,Gd,TA,625.0,625.0,Y,1250,0.0,0.0,2,1,2,1,5,Detchd,2006.0,2.0,528.0,TA,TA,Y,,06-2007,164700.0
902202090,RM,75,9000,Pave,,AllPub,OldTown,1Fam,1.5Fin,5,6,1946,1950,TA,TA,459.0,904.0,Y,1499,0.0,0.0,1,0,3,1,5,Detchd,1959.0,3.0,869.0,TA,Gd,Y,,06-2008,140000.0
909101330,RL,60,8088,Pave,Grvl,AllPub,Edwards,1Fam,1Story,2,3,1922,1955,TA,TA,498.0,498.0,N,498,0.0,0.0,1,0,1,1,3,Detchd,1922.0,1.0,216.0,Fa,Fa,N,,02-2006,35000.0
910206010,RM,64,11067,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,2,4,1939,1950,TA,TA,0.0,0.0,Y,845,0.0,0.0,1,0,1,1,4,Detchd,1950.0,1.0,256.0,TA,Fa,N,,03-2007,68104.0
533212100,FV,30,3180,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2005,2005,TA,TA,600.0,600.0,Y,1200,0.0,0.0,2,1,2,1,4,Detchd,2005.0,2.0,480.0,TA,TA,Y,,06-2006,151000.0
528172150,RL,-1,13215,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2004,2004,Gd,TA,426.0,1420.0,yes,1914,1.0,0.0,2,1,3,1,9,BuiltIn,2004.0,3.0,746.0,TA,TA,Y,,02-2006,279000.0
527182170,RL,-1,5062,Pave,,AllPub,StoneBr,TwnhsE,2Story,7,5,1984,1984,Gd,TA,180.0,1190.0,Y,2090,1.0,0.0,2,0,3,1,6,Attchd,1984.0,2.0,577.0,TA,TA,Y,,09-2007,207500.0
906412050,RL,91,11778,Pave,,AllPub,CollgCr,1Fam,1Story,9,5,2008,2008,Ex,TA,598.0,1751.0,Y,1766,1.0,0.0,2,1,3,1,8,Attchd,2008.0,3.0,874.0,TA,TA,Y,,12-2008,395039.0
